City,MCC,MNC,LAC,CID,BSC,BSIC,ARFCN,BAND,F_DL (MHz),RXLEV (dBm),RXQUAL,SNR (dB),UL Speed (kbps),DL Speed (kbps),Latitude,Longitude,Speed (m/s),Height (m),Connection Type
Hyderabad,405,871,9307,56445,13,25,122,2100 MHz,951.8260097047010,-52,6,20.532505378209000,784,258,17.402564950120700,78.56361289943250,12.295218694252800,257.3009169376620,Data
Hyderabad,405,870,2071,68742,34,26,36,1800 MHz,951.1793250738340,-103,3,26.399048236341200,436,695,17.298769677532100,78.4382099312913,4.284360580155910,222.42964096982300,Data
Hyderabad,405,867,6757,68516,49,56,24,2100 MHz,938.694455160174,-102,0,20.366448914538700,836,1279,17.439624452153000,78.54680430107300,14.400403494922700,280.9081304916470,Voice
Hyderabad,405,867,5366,36842,32,17,38,900 MHz,956.9906338905130,-85,4,2.264245604045800,418,634,17.47444265836320,78.4367961158441,14.641859689164300,293.325540468275,WiFi
Hyderabad,405,870,4196,71103,11,15,77,1800 MHz,955.2630340463720,-103,4,25.310091736800800,802,777,17.383887062065500,78.43215630784180,16.84737102726000,282.7001365100600,WiFi
Hyderabad,405,860,9909,43944,33,20,4,1800 MHz,955.5168306049770,-97,4,1.7826189761335700,798,1613,17.377747308132000,78.50619994841,13.15017616733370,33.96649280662560,Data
Hyderabad,405,869,8744,92350,26,50,101,2100 MHz,947.692046580159,-80,1,4.1171427453595700,895,959,17.370032090354700,78.4420951531978,12.268309040643700,102.37072587910200,WiFi
Hyderabad,405,871,3130,96946,13,26,45,1800 MHz,946.0530517841870,-94,0,29.00632835130320,610,1541,17.40458588747860,78.45292894509160,15.25056425184810,9.701014243189400,WiFi
Hyderabad,405,874,4936,61403,14,49,33,900 MHz,953.9880249414810,-80,6,8.594861879002830,178,1145,17.46226007807050,78.4051690550647,5.696866140451440,194.4060446987680,Voice
Hyderabad,405,861,9986,68418,43,58,87,2100 MHz,939.4231820853940,-69,2,18.58188661703810,642,320,17.463229327546400,78.45457033346380,9.258398949815880,191.42766364490500,Data
Hyderabad,405,862,4174,69445,32,9,46,1800 MHz,936.868243042147,-59,0,23.66295745773770,398,978,17.43916964508670,78.43934781582640,0.9583581784222270,231.5505768425250,Voice
Hyderabad,405,870,9084,84203,30,32,51,2100 MHz,954.8770848101590,-64,0,4.388804773395150,280,247,17.396467448593100,78.53892220693880,3.0942073778347500,12.263021533431100,Data
Hyderabad,405,868,7117,69320,47,53,112,1800 MHz,947.7335209534310,-52,5,14.388727713181700,520,587,17.445687447690300,78.54191624018870,9.115399857600550,13.241389233761100,Data
Hyderabad,405,874,5532,69156,19,27,83,2100 MHz,959.8368789280960,-107,6,16.65625593643780,762,294,17.312838485032100,78.51782910148770,2.69667031982326,161.5355477714460,WiFi
Hyderabad,405,868,8739,36212,38,20,126,2100 MHz,955.951238928539,-59,3,4.962814639826540,130,1681,17.322082238430700,78.54325572851590,18.353571395952800,224.14487507315800,Voice
Jaipur,405,872,8186,32058,32,9,115,1800 MHz,954.2909684676850,-65,4,26.58,238,281,30.849549,79.522519,17.87936410915750,362.3343199621050,WiFi
Jaipur,405,872,4206,28799,7,8,68,1800 MHz,947.2139227209690,-60,6,20.99,163,1917,36.818677,92.407847,7.114744686406220,171.1113371594570,WiFi
Jaipur,405,874,6929,95621,17,8,68,900 MHz,940.7211701033720,-69,7,19.33,425,1925,19.808336,74.330297,18.7447706678921,18.79376366278420,Data
Jaipur,405,864,6535,99760,46,24,9,900 MHz,941.5826868010370,-71,0,7.98,319,866,25.412578,89.389116,10.904446311554600,216.41595505501500,Data
Jaipur,405,874,4038,18715,15,23,45,1800 MHz,955.8930400600820,-94,5,24.25,122,1739,34.632034,88.433486,2.3565177731235600,49.59808454283930,Data
Jaipur,405,868,1523,64916,26,33,97,1800 MHz,944.6967558366320,-96,5,8.99,84,1208,23.945537,85.492388,13.200418513220500,194.9298163297670,Data
Jaipur,405,872,3999,72135,4,13,113,900 MHz,937.0360909554300,-75,2,29.98,353,613,34.084082,79.494616,13.670025879909800,237.88361320774600,Data
Jaipur,405,864,4875,83343,31,39,34,1800 MHz,954.496868810638,-107,1,28.25,353,1940,14.234302,95.470238,17.8156983526994,92.5784442898216,WiFi
Jaipur,405,874,2885,41747,23,8,59,1800 MHz,942.1092192640490,-91,7,25.97,64,1437,23.730878,78.591065,4.379314083921060,415.8132371904670,Data
Jaipur,405,872,7214,36404,7,26,77,900 MHz,939.2917554699440,-82,7,20.32,341,1787,10.291336,75.94224,15.41621291083530,95.76055699318510,Data
Jaipur,405,868,8132,33342,24,21,33,1800 MHz,943.51597880898,-61,5,21.53,71,511,16.903074,96.780607,6.602402003373180,352.7379556088080,Data
Jaipur,405,868,3927,95840,34,24,87,1800 MHz,948.8757256836520,-96,7,21.63,80,1369,19.475364,69.109002,5.267167610034450,357.7158574563800,Data
Jaipur,405,868,7910,42419,37,14,51,1800 MHz,950.0622571631110,-90,3,15.94,52,602,15.197007,78.666476,3.815173799343550,30.54578665012570,WiFi
Jaipur,405,868,6327,51307,20,11,86,1800 MHz,956.0852436182930,-95,2,8.21,99,760,30.457515,89.346247,19.89997716770380,327.797118917034,WiFi
Jaipur,405,872,7932,48964,10,45,50,1800 MHz,953.7471333304220,-78,0,5.93,489,1930,30.551111,92.845028,3.263547509408700,361.18779044874500,Data
Jaipur,405,864,6686,79616,27,43,38,900 MHz,956.863426132412,-97,4,5.01,453,715,32.180746,78.586249,11.944231196776300,22.65205192228440,WiFi
Jaipur,405,872,7226,61715,46,29,119,900 MHz,935.8665931677940,-85,3,10.84,175,1859,19.047017,88.152544,16.56720417631300,134.2928259870550,WiFi
Jaipur,405,874,1753,40130,39,19,117,900 MHz,956.1126363144540,-97,1,5.59,51,1271,26.96466,72.66411,0.184337492446367,320.4602260467660,WiFi
Jaipur,405,864,3997,54450,46,58,20,900 MHz,946.1676183942940,-72,3,13.83,413,259,35.495209,82.534735,17.68208485356940,54.61760427628110,Data
Jaipur,405,874,4389,41940,2,10,58,1800 MHz,945.0829937115150,-94,7,12.74,462,1445,9.078532,86.262051,15.199392924332400,261.00245291301100,Data
Jaipur,405,872,8218,50699,32,41,103,1800 MHz,937.8454762702090,-110,7,28.0,392,1951,23.147653,92.945621,6.719781354958330,394.73050126665900,Data
Jaipur,405,872,9249,66356,34,51,12,900 MHz,943.8099768803630,-85,4,21.33,113,1803,9.722799,96.624334,19.285711602709200,342.65133051120200,Data
Jaipur,405,874,3289,65358,3,52,21,1800 MHz,940.7437612091280,-98,0,20.52,102,476,19.055054,74.140655,14.906926468713000,450.43752043495900,WiFi
Jaipur,405,864,8524,35108,28,39,23,900 MHz,936.5808215360430,-91,3,23.43,150,347,32.524545,88.609656,15.113422343751900,367.2355241027060,WiFi
Jaipur,405,868,3196,58741,9,31,34,1800 MHz,951.8751061657240,-105,4,7.22,474,507,15.656932,85.606026,6.055698811759050,336.49797591292900,WiFi
Jaipur,405,864,4585,50655,37,34,33,1800 MHz,953.380251493324,-64,3,21.4,318,1550,21.978391,74.651762,1.611122508863410,205.3640281198070,Data
Jaipur,405,864,4448,90734,49,41,46,900 MHz,959.5190387279690,-66,0,22.14,118,582,20.79214,73.1263,1.0705238709912300,433.56650959340100,Data
Jaipur,405,868,1481,28765,27,50,69,1800 MHz,957.7799399482010,-62,5,15.08,331,1534,17.348841,71.670674,1.2042820534886800,279.3558211431210,WiFi
Jaipur,405,874,3682,57923,32,38,86,1800 MHz,945.7081569445110,-63,6,14.3,222,504,15.851361,83.097389,10.307451216657900,124.42623615911500,Data
Jaipur,405,874,4018,68268,46,10,83,900 MHz,957.756449158292,-60,5,17.09,251,1882,30.612245,82.616849,19.204568665541100,89.14845960821230,Data
Jaipur,405,864,3067,19134,13,1,65,900 MHz,949.5469254169830,-107,0,26.44,383,489,22.913706,82.926205,2.415266437597140,45.54445045575460,WiFi
Jaipur,405,872,7238,71967,1,48,88,900 MHz,937.352883126939,-83,4,25.83,84,328,33.781373,89.420921,10.804825730543000,150.83440309294600,Data
Jaipur,405,872,5045,23154,35,40,58,1800 MHz,939.5199434584130,-107,5,15.92,139,1586,28.139565,81.62209,14.627267975021800,187.4406194389740,Data
Jaipur,405,872,5850,54346,40,53,103,900 MHz,935.2276708165410,-98,4,15.13,462,1438,8.632792,68.140333,14.164422986203200,302.1373167551340,WiFi
Jaipur,405,872,1510,65349,14,57,71,1800 MHz,935.3479868278530,-99,2,6.37,64,1951,15.011952,73.657887,0.1799410435043150,94.41444170014600,Data
Jaipur,405,872,5950,59651,16,44,117,1800 MHz,947.5259177452350,-83,0,27.34,468,1734,20.358309,96.751448,15.466331584175800,190.196774332816,Data
Jaipur,405,874,9979,33557,29,31,8,1800 MHz,935.346697878584,-63,6,7.06,484,1411,25.579279,86.103247,11.54914357987130,309.86647093736400,WiFi
Jaipur,405,874,5022,94345,1,27,123,1800 MHz,952.413620874477,-64,0,22.94,418,952,11.65864,85.039992,13.19896919553870,359.89578981780800,WiFi
Jaipur,405,864,7824,32238,49,32,57,1800 MHz,945.1576762178610,-92,4,17.97,56,1088,33.364353,96.79428,6.677805832329090,419.0691479135660,Data
Jaipur,405,872,6409,47387,9,38,53,900 MHz,939.6098985467000,-98,6,28.04,456,1549,12.653254,88.591486,10.99537628203400,15.798608256301400,Data
Jaipur,405,868,9159,43056,2,9,39,900 MHz,941.7092879691380,-105,4,15.88,447,745,36.967236,72.616405,5.346551501906880,269.85328037315300,WiFi
Jaipur,405,874,8998,13642,16,45,109,900 MHz,947.4272745635250,-102,4,12.14,220,1104,20.412495,82.213909,0.7332740835330640,330.1842366343530,Data
Jaipur,405,864,3418,62565,15,62,70,900 MHz,959.1152852502000,-88,0,21.16,57,1954,14.141437,85.960726,17.82850759040730,349.98449411922100,WiFi
Jaipur,405,864,7285,39938,22,25,76,1800 MHz,939.9244193909710,-105,4,10.34,372,1481,36.298566,88.199432,10.53331376863970,245.6657844854070,Data
Jaipur,405,874,1552,94680,5,37,29,900 MHz,957.8470114971620,-63,6,29.63,462,239,19.373166,76.929647,2.6951934424920500,53.98929721391480,WiFi
Jaipur,405,874,3892,79447,38,58,61,1800 MHz,941.1624532487350,-69,5,21.42,230,293,26.063759,90.560056,6.821283937870980,171.79124769572500,Data
Jaipur,405,872,5670,41006,37,54,29,900 MHz,952.9017273220060,-60,2,14.17,477,1795,29.936139,76.403835,10.035906157763100,126.67151467201600,Data
Jaipur,405,864,5340,23429,4,57,64,900 MHz,942.3152685086920,-95,4,8.49,248,1660,13.14484,72.55314,7.566645404202160,414.3029302247230,WiFi
Jaipur,405,868,3772,67227,32,7,16,1800 MHz,956.7504436807780,-68,2,22.29,261,1873,26.345303,80.188597,6.97616196386022,247.97838024811500,Data
Jaipur,405,864,1381,67763,33,3,113,1800 MHz,940.0074653882720,-80,0,26.21,276,1046,9.000356,96.125991,16.34861063254930,464.0708540687120,Data
Jaipur,405,868,6133,67165,11,28,94,1800 MHz,938.7794673989450,-81,3,23.41,228,433,36.095146,90.847332,5.897213831226820,427.63756238553700,WiFi
Jaipur,405,864,7708,15666,12,25,4,900 MHz,953.055324700894,-70,3,22.73,102,1839,32.934983,92.47293,17.225675242886900,120.41665095231100,WiFi
Jaipur,405,868,1729,85294,22,23,73,1800 MHz,945.9258472567890,-65,0,16.54,212,222,21.137923,87.848297,9.815403047032060,40.1547789579455,Data
Jaipur,405,872,3385,71371,8,48,29,900 MHz,937.6578834517560,-100,5,18.58,290,1752,10.649357,78.687491,10.724774472171400,93.2401026646279,Data
Jaipur,405,868,6302,65539,50,61,65,1800 MHz,938.7824515424410,-102,1,23.54,317,530,10.806126,71.355515,4.853567714451920,309.58392592848400,WiFi
Jaipur,405,864,1870,97399,22,54,69,900 MHz,944.448480246721,-82,1,21.69,369,357,32.649019,86.332852,0.3844410020847630,112.65137381138400,WiFi
Jaipur,405,872,6012,24076,4,38,101,1800 MHz,948.9411955399930,-71,0,25.65,419,676,27.880205,93.468433,2.9778214826890200,461.79705612416,Data
Jaipur,405,868,8895,74406,33,18,42,900 MHz,948.798431721116,-74,5,18.82,187,1312,36.082469,81.532939,19.225919438994500,119.98761177164700,WiFi
Jaipur,405,864,2932,26192,15,13,73,1800 MHz,943.8147993576490,-70,5,27.21,71,391,33.125878,81.499455,9.01708632845718,424.6926792170010,Data
Jaipur,405,869,2336,83747,36,46,106,1800 MHz,951.1477225311110,-108,0,27.329345114557700,532,786,26.85603797935540,75.80604961513130,3.8932404148002100,98.4656657414706,Voice
Jaipur,405,874,1620,22290,23,4,126,1800 MHz,938.4146437831620,-52,1,29.808382896678000,272,1695,26.859865235020000,75.70948778446360,6.458395577634460,177.1300427257840,Voice
Jaipur,405,872,8165,39681,15,4,117,900 MHz,954.7357230577420,-110,1,15.503806615058400,159,1893,26.88795835730690,75.71056380159420,13.510577306266500,53.79941341308770,WiFi
Jaipur,405,865,1150,90519,49,21,67,900 MHz,945.431451601346,-64,3,23.822630066901300,216,1832,26.94667250246770,75.87638308435940,11.357970904421000,101.36965046644900,Data
Jaipur,405,862,6878,25069,37,22,105,1800 MHz,944.45277428258,-57,5,24.954253536730000,82,1744,26.993234686127900,75.72731256902680,7.916904500076910,234.64384700448200,WiFi
Jaipur,405,873,3261,58274,24,36,31,1800 MHz,959.513070961451,-66,5,12.025104538210900,811,519,26.88406781670120,75.72811331641260,5.9593097828157000,51.55416554443000,WiFi
Jaipur,405,869,3562,13901,18,51,88,1800 MHz,959.9262201370280,-102,6,17.265773850858900,146,422,26.83467059522260,75.88057903171550,4.711212111767640,290.6171442202190,Data
Jaipur,405,870,4274,24849,17,4,116,2100 MHz,942.4822888018040,-78,4,13.831098698570900,408,424,26.86007866388020,75.87855071745070,5.152404440556950,255.97482780481700,Data
Jaipur,405,864,2820,91297,38,28,74,2100 MHz,945.8951896883630,-105,4,4.7005488940683500,387,1150,26.891970694783400,75.80210265670620,12.451915437439000,290.6025406600340,Voice
Jaipur,405,865,9715,45892,27,40,107,2100 MHz,938.597023337452,-89,0,18.18366312559710,139,1063,26.988414198137800,75.72607242821160,0.7690197376539580,192.1517155444540,Voice
Jaipur,405,867,7789,87793,44,53,91,2100 MHz,939.2718085686550,-84,3,24.60463773122980,444,326,26.954984371342700,75.73418320389200,13.649201569546400,54.30552944384070,Voice
Jaipur,405,866,3534,91849,45,61,100,2100 MHz,953.0084770075840,-72,6,26.463990604262900,849,753,26.930881439024800,75.76277587677690,2.4960560790520400,103.49568748150900,Data
Jaipur,405,867,3321,32880,18,31,52,2100 MHz,935.2233344233060,-58,3,9.876558344483080,898,646,26.877037611062000,75.87364058921940,7.791987499210660,271.2231880474050,Voice
Jaipur,405,860,6468,25297,11,19,109,900 MHz,938.2103275678090,-60,1,27.87127041792770,950,943,26.843563543549600,75.69719571656280,7.752978130358780,196.54140662348100,Voice
Jaipur,405,867,3984,82356,17,6,57,1800 MHz,943.9535748732070,-108,1,3.544553651297430,175,303,26.99958437360340,75.83439836627730,5.8361976948232200,14.515672325972400,Voice
Jaipur,405,867,4396,59391,11,47,58,2100 MHz,935.2153990013110,-83,2,7.9272054519854000,486,154,26.93233288583160,75.82899168920670,2.64364199885325,244.97798847676100,Data
Jaipur,405,866,8186,21388,30,38,61,900 MHz,938.4117432514180,-77,6,10.973674527665000,346,201,26.931584671243500,75.7020362983957,4.312944712338780,241.3765212693700,Voice
Jaipur,405,861,2135,71112,24,57,83,1800 MHz,950.2232169714210,-73,2,9.435177100044370,223,871,26.960467333239800,75.79769439531010,16.659562816981500,206.50739765140300,WiFi
Jaipur,405,863,7372,65099,12,48,92,1800 MHz,958.2808693378870,-99,3,1.7211842745462200,290,599,26.851044945370300,75.8468962401699,6.094615068184590,75.27014301954760,Voice
Jaipur,405,872,2807,70373,30,16,126,2100 MHz,958.4841911345270,-105,6,18.96073890277640,761,1365,26.98822764520860,75.77822395775070,3.7093277859622600,27.39928928149620,Data
Jaipur,405,863,9205,96611,42,5,36,1800 MHz,938.3815826131360,-90,2,19.954465397054200,171,1738,26.97934266349570,75.80309913782000,11.166134754694300,54.313481515444900,Voice
Jaipur,405,874,7493,11694,22,23,103,2100 MHz,949.7424900513020,-91,6,21.62459639876230,396,1340,26.813782363730500,75.87915656754910,17.48902049247480,107.87086923594900,Data
Jaipur,405,863,2568,47926,36,16,112,2100 MHz,954.5121532902730,-85,5,24.983716294085700,115,835,26.86600688233440,75.87517809189460,4.0405630544114600,189.88267478883600,Voice
Jaipur,405,874,2978,86297,33,60,96,1800 MHz,954.9889229439570,-67,6,23.38763328406130,364,719,26.978797541677800,75.77116246098400,12.72382090416460,66.98705614829050,Data
Jaipur,405,871,7266,89265,18,38,109,1800 MHz,943.18655262353,-74,5,18.133882176143300,974,1816,26.986157866066200,75.75612372145780,9.945625903761120,182.55334356438700,Data
Jaipur,405,860,9765,77867,27,14,120,1800 MHz,941.2900411413770,-93,4,26.083809037288200,366,260,26.94687921774760,75.74684997634950,2.3909604301030900,161.5251059470500,Data
Jaipur,405,867,4655,28476,26,48,122,2100 MHz,948.2829244270840,-70,5,12.84051701197530,667,941,26.98001199528230,75.71330366818630,13.129185329131400,24.105525078812900,WiFi
Jaipur,405,873,9206,92013,41,42,126,2100 MHz,943.3523508575310,-107,4,21.747937597421100,806,179,26.96799185649660,75.77634065129900,8.973290605146620,28.040676063590300,Data
Jaipur,405,864,1404,16562,36,36,78,1800 MHz,945.3465547378940,-64,5,24.0677635347946,190,1382,26.98557386245640,75.82609178875870,0.8008167561286640,112.12437151384600,WiFi
Jaipur,405,871,9878,31521,15,47,80,900 MHz,937.0514826633590,-73,6,21.441176884256900,814,1794,26.97024258328130,75.79799120130720,15.466385811418000,65.48200474673020,Data
Jaipur,405,862,5889,85648,27,5,25,2100 MHz,950.8310352233010,-81,1,25.57107683721440,360,1800,26.97111958910010,75.87280138763490,3.970974389012820,213.3058549793740,WiFi
Jaipur,405,863,3147,53142,12,3,76,2100 MHz,944.0325904068850,-68,2,6.3966054133180000,63,1034,26.874811431921700,75.7856668856476,15.187325801643700,5.678076273260470,Data
Jaipur,405,860,7386,68177,10,49,4,900 MHz,951.9846932448880,-51,3,4.449133335361890,785,1572,26.984535486438600,75.78820644798010,19.854200568309800,277.98129666172400,WiFi
Jaipur,405,872,6461,46563,30,24,70,900 MHz,940.8040088284560,-63,0,19.594802034852300,801,1157,26.881706460127400,75.77273091165480,11.33156309936510,6.061883640797410,WiFi
Jaipur,405,869,3714,86948,35,61,9,2100 MHz,946.5520388524730,-58,4,15.098972514966400,628,1259,26.914088437402100,75.83350672530770,0.8705001565148400,218.758747185727,Voice
Jaipur,405,874,6443,39184,25,47,6,2100 MHz,942.1671117498540,-51,4,22.21910316468590,75,1416,26.94221599768880,75.79597801684360,16.430284337177700,121.73528912274900,Voice
Jaipur,405,865,2009,64896,13,62,45,1800 MHz,947.3783659420280,-56,3,4.318828330037030,506,228,26.86879103073690,75.85832407896370,14.156544957309200,230.23947922823100,WiFi
Jaipur,405,863,4459,55228,20,14,5,2100 MHz,957.0140013588690,-66,2,11.664907532148500,178,161,26.91889154036320,75.8254068894645,12.120118114948300,10.315076915370200,Voice
Jaipur,405,871,5908,73950,12,45,89,1800 MHz,935.6351183729140,-74,3,1.939981283074070,903,429,26.89266911454790,75.84748617963590,10.627877229200400,163.6114977478470,WiFi
Jaipur,405,866,2695,80320,32,43,66,1800 MHz,941.6860998982180,-67,4,13.35220429712000,472,1631,26.941802834314000,75.82000035300390,11.387490240560100,38.61043102389490,Data
Jaipur,405,864,5654,11035,35,50,97,1800 MHz,945.7188602817390,-77,1,5.768343459166230,125,1780,27.00043013869440,75.73892722981390,16.748864981625100,293.0385189708300,WiFi
Jaipur,405,862,7881,96583,10,22,67,1800 MHz,959.3172424838180,-63,0,6.099217711483220,725,1879,26.91537910670970,75.7013264457866,4.1884334314086,85.16933807546310,WiFi
Jaipur,405,868,9660,84174,49,35,21,900 MHz,935.7233632502740,-60,1,29.646299496416100,636,1306,26.919556556257100,75.75828415897110,7.9016671955290300,171.81334573998200,WiFi
Jaipur,405,864,8687,15442,30,27,46,900 MHz,949.0851733842590,-106,3,19.270220182797700,852,395,26.988772283605400,75.72692894089350,9.473476172948460,61.32418600061110,Voice
Jaipur,405,872,9442,11176,43,33,86,900 MHz,946.2473083455120,-65,2,5.141086381653210,124,799,26.969499527777500,75.87041423250280,11.626247113199500,154.6123795376800,Data
Jaipur,405,867,7549,27270,11,25,101,900 MHz,958.1615908138760,-70,3,21.91949832901400,360,240,26.9733954845165,75.69093931318350,9.169250682547270,154.86865993890100,WiFi
Jaipur,405,865,7971,52833,30,56,53,900 MHz,958.2610261769610,-104,4,4.265410357755800,488,1216,26.901210864009000,75.77384934216460,12.319687583355200,227.97042051822100,WiFi
Jaipur,405,867,2445,91497,20,33,48,900 MHz,937.0357893937110,-59,6,3.861930909336880,329,1459,26.88665635050740,75.88280642731210,17.911009409127700,125.5326279833410,WiFi
Jaipur,405,874,5990,17850,37,32,90,900 MHz,942.2732842239580,-110,0,18.935163599766500,997,351,26.880606005568000,75.74483608300350,16.72957372787200,48.79660345082120,Data
Jaipur,405,873,6634,84308,30,19,118,2100 MHz,936.6134316671060,-65,1,11.68713803451470,903,1437,26.956085289646800,75.71896201157790,19.232851347849600,105.2358057662270,Data
Jaipur,405,870,2696,87010,22,2,87,2100 MHz,939.9778529064410,-57,2,7.785211543917980,143,671,26.815920902581100,75.75023729550850,9.189705710159730,138.37921690028300,WiFi
Jaipur,405,863,6514,73282,23,45,107,900 MHz,948.6478359547860,-104,2,4.485717285807200,297,702,26.823949075711600,75.70815291834290,8.97739941669191,84.70887720862830,Voice
Jaipur,405,870,5039,66893,26,39,12,1800 MHz,942.5257508731780,-59,6,8.785323846654490,570,381,27.002758559127900,75.77235446248130,18.10016023263560,112.26839472503300,Data
Jaipur,405,871,9525,36169,19,12,123,2100 MHz,945.15863865584,-91,4,15.557002888747000,124,1179,26.923462085273500,75.87160457856650,13.977873220898400,282.26901008925200,WiFi
Jaipur,405,862,1651,33568,31,50,99,900 MHz,942.0130129515410,-78,2,5.343211232615340,118,736,26.924797277878200,75.72778147042900,4.428860302844810,13.977404758135600,Data
Jaipur,405,861,3978,38013,30,26,41,1800 MHz,945.8790830436270,-101,5,9.9362723046834,985,1254,26.936902524562000,75.80134339306540,16.386003004729400,293.1352999251250,WiFi
Jaipur,405,873,9612,61656,37,57,24,900 MHz,950.9090927616800,-71,5,2.0529261311177400,510,1134,26.968750267820700,75.74444165559660,8.929887402351010,255.6113596589890,Data
Jaipur,405,865,2334,60167,22,56,95,1800 MHz,953.8939145024610,-91,6,9.363489836916000,253,1929,26.959169040411900,75.75864537366880,11.997611447657300,203.52574771881100,Data
Jaipur,405,861,5853,63736,11,17,55,2100 MHz,948.9527066525820,-87,6,21.726891496187800,697,1845,26.864121608318900,75.79813448358010,18.071185782918500,31.6008876002279,Data
Jaipur,405,868,3995,88447,34,51,2,2100 MHz,939.7975049992050,-88,4,26.290934120547000,141,1362,26.974077627958500,75.84933334222790,18.875967788124300,262.4281634336510,Data
Jaipur,405,870,4759,66284,10,32,75,2100 MHz,953.0669302245640,-51,5,20.027764744697300,922,119,26.886368693292,75.73404357310650,5.591386530272180,127.3841173344130,Data
Kolkata,405,872,2508,38065,9,27,17,900 MHz,954.2477528268570,-76,5,19.5,317,1968,16.498799,76.473949,10.92119255880380,478.39098147663600,WiFi
Kolkata,405,874,6677,35340,44,53,7,900 MHz,945.9513809846180,-99,7,18.71,237,394,30.10183,76.364147,13.812949043690500,118.60671641637100,Data
Kolkata,405,868,2140,13436,11,32,37,1800 MHz,957.4494675017460,-76,4,9.19,242,622,11.091356,79.369323,2.489687070993810,219.33348531960100,WiFi
Kolkata,405,872,1250,81145,27,21,100,900 MHz,943.8829527034350,-103,0,17.48,240,1047,12.780991,70.874829,4.003314609645280,115.68651075768700,Data
Kolkata,405,864,1020,15581,4,59,99,1800 MHz,954.7946461585850,-110,3,26.53,165,376,23.139456,78.427407,12.61924692047150,287.6749398953700,Data
Kolkata,405,868,6594,40362,44,44,49,900 MHz,943.0727529988540,-110,5,26.95,416,1605,18.407553,95.381908,16.151580515345600,435.3164091505800,Data
Kolkata,405,874,7718,14439,32,8,55,1800 MHz,942.9916493430190,-70,4,26.95,161,1302,28.438919,79.075832,6.308297915004980,488.943953950783,WiFi
Kolkata,405,868,8300,67318,21,0,26,900 MHz,944.5615030301800,-84,4,21.02,100,1584,16.457537,69.567877,17.248058654647000,480.5928218825320,Data
Kolkata,405,868,3929,91701,41,11,82,900 MHz,955.4241780915680,-82,1,8.57,253,336,24.092573,68.238587,2.9837635590522400,340.40633514963700,WiFi
Kolkata,405,864,8279,75344,2,62,53,900 MHz,948.6832537847780,-67,0,7.54,353,339,28.407947,86.701113,7.2920164941907100,313.4101904303060,Data
Kolkata,405,868,4056,36573,44,10,44,1800 MHz,938.375388020463,-77,3,19.59,456,1884,17.230678,69.856009,15.56732712406480,41.08513378891770,Data
Kolkata,405,874,5865,49313,15,61,57,900 MHz,937.1660899852560,-85,7,14.59,162,519,27.717213,96.937604,3.613498765731040,473.6986163190180,WiFi
Kolkata,405,874,2010,97090,29,30,24,900 MHz,936.0025350796680,-64,6,25.1,417,1204,31.757735,78.352375,16.83019430651760,357.41116306487200,WiFi
Kolkata,405,874,3871,92578,19,10,4,900 MHz,951.9533057292720,-98,3,12.61,420,441,27.552582,80.860343,2.9177274907456000,199.59600448654900,Data
Kolkata,405,864,1266,48931,43,4,20,900 MHz,948.9444819359060,-109,5,21.77,245,1837,16.211637,91.627597,2.107936220507300,113.2781497252350,WiFi
Kolkata,405,864,8868,37826,22,2,73,1800 MHz,945.1537808053430,-107,7,27.72,393,836,36.99566,95.638236,13.081040375957700,6.071938275136910,WiFi
Kolkata,405,872,8613,84732,46,51,106,900 MHz,935.9716303235940,-100,4,9.58,384,669,30.530236,70.957155,8.870780721214210,25.10345123884780,WiFi
Kolkata,405,874,9445,74415,2,42,52,1800 MHz,951.7910176123070,-60,3,6.52,66,1718,26.008092,70.411743,9.135587409431620,460.545061785996,Data
Kolkata,405,864,4679,47258,3,21,20,1800 MHz,953.604161661014,-74,7,12.71,338,1151,22.695801,95.733786,6.231598713291330,77.91588665902890,Data
Kolkata,405,864,2386,19495,39,3,64,1800 MHz,954.2197705837360,-107,5,13.09,330,209,13.228457,83.282648,9.589626135401370,329.66145500109100,Data
Kolkata,405,868,4264,70425,38,24,79,900 MHz,950.0888225766020,-85,4,8.75,338,1506,17.908412,85.933039,9.41015530434205,157.7434953929450,WiFi
Kolkata,405,868,7524,60137,31,35,69,900 MHz,948.1520950280840,-76,2,5.52,377,1695,8.792751,76.518078,2.543154972570730,116.26910969950500,WiFi
Kolkata,405,872,1639,12722,19,1,4,900 MHz,942.8350035325160,-62,1,17.33,76,209,28.33286,89.892447,3.409329108127480,274.72535518279500,WiFi
Kolkata,405,874,1191,90241,11,35,54,1800 MHz,944.7961448164260,-103,3,29.79,469,932,26.360968,87.63866,15.639403631250300,420.0115816166190,WiFi
Kolkata,405,874,9772,54735,48,18,115,900 MHz,939.7936758198610,-98,3,22.39,480,931,23.319262,75.181207,7.173820465904210,209.4894290490890,WiFi
Kolkata,405,874,6939,15431,31,2,85,900 MHz,946.5608377927230,-106,3,10.05,297,1046,32.816047,69.27924,8.105949908695150,275.9999527748500,WiFi
Kolkata,405,864,3329,26565,12,25,88,1800 MHz,951.3750728464340,-107,2,11.08,497,1519,33.742969,74.077781,3.232282472877540,420.4891738762970,Data
Kolkata,405,874,9458,98950,45,35,3,900 MHz,943.3507520872910,-101,0,25.85,66,489,21.635183,90.821061,0.6345001031619370,56.374187204650800,Data
